date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue,y,y_outlier
2017-12-21,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-22,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-23,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-24,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-25,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-26,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-27,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-28,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-29,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-30,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2017-12-31,0,0,0,0,2017-12,0.0,0.0,0.2918311545728219
2018-01-01,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-02,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-03,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-04,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-05,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-06,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-07,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-08,2,1,2,7,2018-01,15.64,15.64,0.06652882100956442
2018-01-09,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-10,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-11,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-12,9,2,8,85,2018-01,47.15,47.15,0.38738911572817486
2018-01-13,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-14,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-15,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-16,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-17,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-18,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-19,49,2,48,484,2018-01,90.42,90.42,1.0107159682398212
2018-01-20,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-21,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-22,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-23,91,2,90,966,2018-01,184.23999999999998,20.25828665568369,2.36224185921839
2018-01-24,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-25,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-26,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-27,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-28,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-29,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-30,0,0,0,0,2018-01,0.0,0.0,0.2918311545728219
2018-01-31,9,1,9,66,2018-01,41.5,41.5,0.3059979274524457
2018-02-01,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-02,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-03,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-04,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-05,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-06,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-07,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-08,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-09,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-10,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-11,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-12,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-13,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-14,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-15,59,4,58,681,2018-02,1091.53,20.25828665568369,15.432226144295619
2018-02-16,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-17,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-18,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-19,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-20,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-21,4,1,4,35,2018-02,10.17,10.17,0.14532701567650932
2018-02-22,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-23,29,4,28,76,2018-02,71.84,71.84,0.7430614057330871
2018-02-24,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-25,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-02-26,1,1,1,4,2018-02,2.1,2.1,0.2615795624703384
2018-02-27,19,1,19,235,2018-02,23.67,23.67,0.04914750498231267
2018-02-28,0,0,0,0,2018-02,0.0,0.0,0.2918311545728219
2018-03-01,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-02,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-03,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-04,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-05,10,1,10,101,2018-03,27.700000000000003,27.700000000000003,0.10720175077898325
2018-03-06,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-07,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-08,24,1,24,261,2018-03,69.55,69.55,0.7100727648213313
2018-03-09,32,3,32,394,2018-03,88.98,88.98,0.989972019369547
2018-03-10,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-11,29,1,29,343,2018-03,53.81000000000002,53.81000000000002,0.48332987925319393
2018-03-12,1,1,1,24,2018-03,1.65,1.65,0.2680620464922992
2018-03-13,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-14,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-15,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-16,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-17,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-18,7,1,7,56,2018-03,26.699999999999996,26.699999999999996,0.09279623073018152
2018-03-19,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-20,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-21,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-22,7,1,7,59,2018-03,33.940000000000005,33.940000000000005,0.19709219588350543
2018-03-23,58,7,55,708,2018-03,530.1200000000001,20.25828665568369,7.344823133697898
2018-03-24,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-25,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-26,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-27,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-28,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-29,31,1,31,323,2018-03,44.96,44.96,0.3558410268212993
2018-03-30,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-03-31,0,0,0,0,2018-03,0.0,0.0,0.2918311545728219
2018-04-01,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-02,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-03,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-04,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-05,13,1,13,136,2018-04,34.4,34.4,0.2037187351059541
2018-04-06,18,1,18,145,2018-04,55.800000000000004,55.800000000000004,0.511996864150309
2018-04-07,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-08,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-09,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-10,12,1,12,102,2018-04,42.150000000000006,42.150000000000006,0.3153615154841668
2018-04-11,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-12,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-13,27,1,27,258,2018-04,70.99999999999999,70.99999999999999,0.7309607688920935
2018-04-14,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-15,9,1,9,68,2018-04,32.79,32.79,0.18052584782738348
2018-04-16,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-17,20,1,20,152,2018-04,60.739999999999995,60.739999999999995,0.5831601331913889
2018-04-18,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-19,16,2,15,66,2018-04,45.75,45.75,0.36722138765985257
2018-04-20,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-21,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-22,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-23,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-24,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-25,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-26,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-27,37,1,37,289,2018-04,371.91,20.25828665568369,5.065725806776992
2018-04-28,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-04-29,4,1,4,28,2018-04,19.95,19.95,0.004441029599229418
2018-04-30,0,0,0,0,2018-04,0.0,0.0,0.2918311545728219
2018-05-01,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-02,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-03,113,3,87,1521,2018-05,243.52,20.25828665568369,3.2162010877113505
2018-05-04,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-05,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-06,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-07,14,1,14,169,2018-05,38.1,38.1,0.25701915928652014
2018-05-08,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-09,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-10,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-11,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-12,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-13,28,1,28,330,2018-05,38.84,38.84,0.2676792441226334
2018-05-14,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-15,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-16,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-17,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-18,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-19,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-20,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-21,73,1,73,661,2018-05,201.2,20.25828665568369,2.6065594792460653
2018-05-22,50,1,50,470,2018-05,112.64,112.64,1.3308066237241936
2018-05-23,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-24,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-25,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-26,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-27,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-28,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-29,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-30,0,0,0,0,2018-05,0.0,0.0,0.2918311545728219
2018-05-31,73,2,69,540,2018-05,216.43,20.25828665568369,2.8259555495893145
2018-06-01,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-02,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-03,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-04,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-05,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-06,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-07,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-08,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-09,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-10,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-11,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-12,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-13,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-14,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-15,50,2,47,489,2018-06,125.47,125.47,1.5156294459503183
2018-06-16,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-17,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-18,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-19,8,2,8,54,2018-06,40.8,40.8,0.29591406341828447
2018-06-20,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-21,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-22,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-23,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-24,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-25,76,3,75,851,2018-06,169.66,20.25828665568369,2.152209376906862
2018-06-26,10,1,10,75,2018-06,33.849999999999994,33.849999999999994,0.19579569907911312
2018-06-27,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-28,8,1,8,56,2018-06,32.9,32.9,0.18211045503275164
2018-06-29,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-06-30,0,0,0,0,2018-06,0.0,0.0,0.2918311545728219
2018-07-01,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-02,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-03,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-04,31,1,31,285,2018-07,88.96,88.96,0.9896839089685708
2018-07-05,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-06,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-07,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-08,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-09,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-10,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-11,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-12,8,2,7,65,2018-07,47.699999999999996,47.699999999999996,0.3953121517550157
2018-07-13,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-14,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-15,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-16,48,1,48,545,2018-07,135.7,135.7,1.662997916049559
2018-07-17,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-18,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-19,11,1,11,21,2018-07,43.400000000000006,43.400000000000006,0.33336841554516883
2018-07-20,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-21,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-22,3,1,3,17,2018-07,19.6,19.6,0.009482961616309956
2018-07-23,24,1,24,296,2018-07,40.25,40.25,0.2879910273914436
2018-07-24,45,1,42,101,2018-07,103.57000000000002,103.57000000000002,1.200148556881563
2018-07-25,1,1,1,1,2018-07,20.0,20.0,0.003720753596789326
2018-07-26,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-27,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-28,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-29,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-30,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-07-31,0,0,0,0,2018-07,0.0,0.0,0.2918311545728219
2018-08-01,20,1,20,257,2018-08,41.19,41.19,0.30153221623731713
2018-08-02,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-03,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-04,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-05,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-06,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-07,91,3,91,1145,2018-08,454.61,20.25828665568369,6.257062314812886
2018-08-08,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-09,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-10,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-11,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-12,15,1,15,116,2018-08,63.85,63.85,0.627961300543162
2018-08-13,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-14,68,1,68,706,2018-08,184.75000000000003,20.25828665568369,2.3695886744432793
2018-08-15,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-16,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-17,2,1,2,3,2018-08,16.65,16.65,0.0519792457602748
2018-08-18,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-19,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-20,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-21,13,1,13,196,2018-08,24.19,24.19,0.05663837540768951
2018-08-22,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-23,28,1,28,326,2018-08,64.61,64.61,0.6389094957802512
2018-08-24,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-25,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-26,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-27,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-08-28,27,2,26,123,2018-08,42.44,42.44,0.31953911629831916
2018-08-29,66,3,59,615,2018-08,179.2,20.25828665568369,2.2896380381724297
2018-08-30,25,2,25,254,2018-08,63.019999999999996,63.019999999999996,0.6160047189026566
2018-08-31,0,0,0,0,2018-08,0.0,0.0,0.2918311545728219
2018-09-01,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-02,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-03,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-04,1,1,1,18,2018-09,3.75,3.75,0.23781045438981577
2018-09-05,1,1,1,1,2018-09,25.0,25.0,0.06830684664721881
2018-09-06,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-07,22,2,22,184,2018-09,72.56,72.56,0.7534333801682243
2018-09-08,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-09,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-10,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-11,13,1,13,125,2018-09,43.059999999999995,43.059999999999995,0.3284705387285761
2018-09-12,41,1,41,441,2018-09,85.67999999999999,85.67999999999999,0.9424338032085015
2018-09-13,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-14,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-15,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-16,22,1,22,197,2018-09,48.8,48.8,0.4111582238086975
2018-09-17,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-18,18,1,18,173,2018-09,53.650000000000006,53.650000000000006,0.4810249960453855
2018-09-19,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-20,1,1,1,1,2018-09,10.0,10.0,0.1477759540848056
2018-09-21,115,2,114,1368,2018-09,260.90999999999997,20.25828665568369,3.46671308136001
2018-09-22,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-23,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-24,38,2,38,47,2018-09,84.86999999999999,84.86999999999999,0.9307653319689722
2018-09-25,41,1,41,366,2018-09,91.57,91.57,1.027282316295943
2018-09-26,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-27,1,1,1,1,2018-09,15.0,15.0,0.07574835384079746
2018-09-28,20,2,20,199,2018-09,20.02,20.02,0.0034326431958132996
2018-09-29,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-09-30,0,0,0,0,2018-09,0.0,0.0,0.2918311545728219
2018-10-01,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-02,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-03,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-04,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-05,14,4,12,106,2018-10,69.22,69.22,0.7053189432052268
2018-10-06,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-07,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-08,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-09,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-10,79,2,79,988,2018-10,114.38999999999999,114.38999999999999,1.3560162838095962
2018-10-11,4,1,4,43,2018-10,20.8,20.8,0.007803662442251986
2018-10-12,1,1,1,20,2018-10,1.65,1.65,0.2680620464922992
2018-10-13,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-14,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-15,1,1,1,2,2018-10,112.84,112.84,1.3336877277339538
2018-10-16,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-17,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-18,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-19,25,2,24,246,2018-10,61.129999999999995,61.129999999999995,0.5887782860104216
2018-10-20,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-21,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-22,16,1,16,110,2018-10,83.42999999999999,83.42999999999999,0.9100213830986978
2018-10-23,9,1,9,77,2018-10,30.54,30.54,0.14811342771757982
2018-10-24,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-25,3,1,3,6,2018-10,16.75,16.75,0.05053869375539462
2018-10-26,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-27,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-28,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-29,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-30,0,0,0,0,2018-10,0.0,0.0,0.2918311545728219
2018-10-31,80,4,75,875,2018-10,243.82,20.25828665568369,3.220522743725991
2018-11-01,0,0,0,0,2018-11,0.0,0.0,0.2918311545728219
2018-11-02,0,0,0,0,2018-11,0.0,0.0,0.2918311545728219
2018-11-03,0,0,0,0,2018-11,0.0,0.0,0.2918311545728219
2018-11-04,0,0,0,0,2018-11,0.0,0.0,0.2918311545728219
