date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue,y,y_outlier
2017-12-30,0,0,0,0,2017-12,0.0,0.0,0.286150049190859
2017-12-31,0,0,0,0,2017-12,0.0,0.0,0.286150049190859
2018-01-01,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-02,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-03,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-04,38,1,38,495,2018-01,55.99,55.99,0.036695880393983485
2018-01-05,125,3,121,1210,2018-01,501.18999999999994,501.18999999999994,1.9468189606199293
2018-01-06,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-07,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-08,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-09,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-10,44,3,44,306,2018-01,490.61999999999995,490.61999999999995,1.8997260768159827
2018-01-11,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-12,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-13,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-14,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-15,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-16,75,3,67,592,2018-01,249.66,249.66,0.82616871812166
2018-01-17,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-18,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-19,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-20,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-21,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-22,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-23,29,2,29,273,2018-01,121.66,121.66,0.25588592465854043
2018-01-24,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-25,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-26,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-27,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-28,25,1,25,264,2018-01,45.910000000000004,45.910000000000004,0.08160565037920416
2018-01-29,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-30,0,0,0,0,2018-01,0.0,0.0,0.286150049190859
2018-01-31,29,1,29,266,2018-01,99.84,99.84,0.1586705297103743
2018-02-01,1,1,1,1,2018-02,51.0,51.0,0.058927998670397295
2018-02-02,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-03,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-04,50,1,50,476,2018-02,106.15,106.15,0.18678368929437653
2018-02-05,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-06,159,5,146,1558,2018-02,384.03,384.03,1.4248319912282177
2018-02-07,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-08,68,5,56,473,2018-02,305.15000000000003,305.15000000000003,1.0733952197565706
2018-02-09,18,1,18,152,2018-02,112.49000000000001,112.49000000000001,0.2150305089080967
2018-02-10,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-11,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-12,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-13,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-14,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-15,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-16,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-17,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-18,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-19,1,1,1,2,2018-02,1.25,1.25,0.28058088128594577
2018-02-20,57,3,56,494,2018-02,223.28,223.28,0.7086369986563702
2018-02-21,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-22,20,1,20,204,2018-02,58.15,58.15,0.027072358254293355
2018-02-23,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-24,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-25,0,0,0,0,2018-02,0.0,0.0,0.286150049190859
2018-02-26,37,1,37,336,2018-02,92.27999999999999,92.27999999999999,0.12498820222145873
2018-02-27,68,3,65,545,2018-02,291.80999999999995,291.80999999999995,1.0139610598753357
2018-02-28,21,3,20,161,2018-02,68.93,68.93,0.020956145757678787
2018-03-01,12,1,12,106,2018-03,40.650000000000006,40.650000000000006,0.1050407089230792
2018-03-02,19,1,19,164,2018-03,65.79,65.79,0.006966395980536631
2018-03-03,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-04,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-05,4,1,4,9,2018-03,11.5,11.5,0.23491370446565688
2018-03-06,45,2,41,391,2018-03,145.36999999999998,145.36999999999998,0.3615219014789354
2018-03-07,4,1,4,8,2018-03,12.7,12.7,0.2295673032769401
2018-03-08,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-09,27,2,26,143,2018-03,109.44999999999999,109.44999999999999,0.20148629256334752
2018-03-10,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-11,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-12,50,1,50,456,2018-03,131.41,131.41,0.29932543431686404
2018-03-13,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-14,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-15,61,1,61,505,2018-03,168.37999999999994,168.37999999999994,0.46403914427257886
2018-03-16,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-17,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-18,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-19,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-20,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-21,33,2,32,344,2018-03,102.57000000000001,102.57000000000001,0.17083359241470492
2018-03-22,10,1,10,100,2018-03,26.62,26.62,0.16754904948782584
2018-03-23,4,1,4,4,2018-03,24.8,24.8,0.17565775795737962
2018-03-24,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-25,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-26,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-27,4,1,4,11,2018-03,12.399999999999999,12.399999999999999,0.23090390357411933
2018-03-28,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-29,26,1,26,271,2018-03,60.1,60.1,0.01838445632262863
2018-03-30,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-03-31,0,0,0,0,2018-03,0.0,0.0,0.286150049190859
2018-04-01,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-02,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-03,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-04,9,1,9,87,2018-04,19.08,19.08,0.20114227029026277
2018-04-05,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-06,25,2,23,211,2018-04,96.05,96.05,0.14178481262267723
2018-04-07,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-08,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-09,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-10,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-11,53,2,47,437,2018-04,196.15999999999997,196.15999999999997,0.5878083317913717
2018-04-12,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-13,5,1,5,72,2018-04,2.76,2.76,0.27385332645681054
2018-04-14,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-15,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-16,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-17,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-18,49,1,49,429,2018-04,135.87,135.87,0.31919622540159465
2018-04-19,2,1,2,8,2018-04,3.38,3.38,0.2710910191759735
2018-04-20,12,1,12,60,2018-04,61.70000000000001,61.70000000000001,0.011255921404339597
2018-04-21,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-22,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-23,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-24,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-25,69,2,68,679,2018-04,178.11999999999998,178.11999999999998,0.5074341005876633
2018-04-26,3,1,3,10,2018-04,12.15,12.15,0.232017737155102
2018-04-27,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-28,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-29,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-04-30,0,0,0,0,2018-04,0.0,0.0,0.286150049190859
2018-05-01,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-02,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-03,174,5,152,1833,2018-05,465.52,465.52,1.7878971852853243
2018-05-04,47,2,44,445,2018-05,133.74999999999997,133.74999999999997,0.30975091663486154
2018-05-05,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-06,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-07,15,1,15,115,2018-05,40.36000000000001,40.36000000000001,0.10633275587701908
2018-05-08,27,1,27,283,2018-05,53.410000000000004,53.410000000000004,0.048190642949724485
2018-05-09,20,1,20,163,2018-05,62.489999999999995,62.489999999999995,0.007736207288434473
2018-05-10,35,2,35,295,2018-05,106.88000000000001,106.88000000000001,0.1900360833508459
2018-05-11,2,1,2,5,2018-05,4.6,4.6,0.26565551130077814
2018-05-12,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-13,21,1,21,234,2018-05,63.2,63.2,0.004572919918443696
2018-05-14,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-15,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-16,2,1,2,7,2018-05,4.2,4.2,0.2674376450303504
2018-05-17,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-18,12,1,12,133,2018-05,49.65,49.65,0.06494270000770365
2018-05-19,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-20,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-21,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-22,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-23,73,2,72,506,2018-05,270.08,270.08,0.9171466450163234
2018-05-24,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-25,4,2,3,24,2018-05,3.8,3.8,0.2692197787599227
2018-05-26,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-27,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-28,0,0,0,0,2018-05,0.0,0.0,0.286150049190859
2018-05-29,10,1,10,92,2018-05,23.8,23.8,0.18011309228131023
2018-05-30,20,3,18,154,2018-05,84.15,84.15,0.08876633416790285
2018-05-31,29,4,26,245,2018-05,109.41000000000001,109.41000000000001,0.2013080791903904
2018-06-01,16,1,16,100,2018-06,52.620000000000005,52.620000000000005,0.051710357065629674
2018-06-02,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-03,32,1,32,311,2018-06,90.03999999999999,90.03999999999999,0.11500825333585415
2018-06-04,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-05,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-06,5,1,5,57,2018-06,22.0,22.0,0.18813269406438535
2018-06-07,34,4,31,276,2018-06,131.89,131.89,0.30146399479235064
2018-06-08,37,1,37,355,2018-06,119.68999999999998,119.68999999999998,0.24710891604039706
2018-06-09,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-10,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-11,41,2,41,404,2018-06,123.31,123.31,0.263237226293026
2018-06-12,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-13,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-14,72,1,72,712,2018-06,140.59,140.59,0.34022540341054713
2018-06-15,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-16,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-17,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-18,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-19,35,1,35,295,2018-06,89.0,89.0,0.11037470563896634
2018-06-20,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-21,23,1,23,206,2018-06,79.63,79.63,0.06862822302373639
2018-06-22,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-23,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-24,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-25,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-26,52,4,48,423,2018-06,187.24,187.24,0.5480667496219107
2018-06-27,39,1,39,415,2018-06,95.88000000000001,95.88000000000001,0.14102740578760906
2018-06-28,23,1,23,158,2018-06,83.08,83.08,0.08399912644129705
2018-06-29,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-06-30,0,0,0,0,2018-06,0.0,0.0,0.286150049190859
2018-07-01,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-02,39,3,39,353,2018-07,92.11999999999999,92.11999999999999,0.12427534872962984
2018-07-03,6,1,6,74,2018-07,15.55,15.55,0.21686960045373788
2018-07-04,16,1,16,172,2018-07,53.50000000000001,53.50000000000001,0.04778966286057071
2018-07-05,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-06,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-07,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-08,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-09,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-10,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-11,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-12,57,3,47,481,2018-07,210.4,210.4,0.6512522925641439
2018-07-13,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-14,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-15,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-16,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-17,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-18,3,1,3,5,2018-07,10.45,10.45,0.23959180550578402
2018-07-19,23,1,23,253,2018-07,53.71,53.71,0.04685404265254531
2018-07-20,53,1,53,552,2018-07,162.41,162.41,0.4374407983587133
2018-07-21,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-22,8,1,8,69,2018-07,36.61,36.61,0.12304025959175896
2018-07-23,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-24,76,2,66,210,2018-07,138.20999999999995,138.20999999999995,0.32962170771959204
2018-07-25,37,2,35,397,2018-07,139.49999999999997,139.49999999999997,0.33536908899746265
2018-07-26,20,4,19,135,2018-07,3871.3999999999996,64.22639209225703,16.96223125247415
2018-07-27,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-28,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-29,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-30,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-07-31,0,0,0,0,2018-07,0.0,0.0,0.286150049190859
2018-08-01,10,1,10,98,2018-08,34.15,34.15,0.1340003820286283
2018-08-02,8,2,8,20,2018-08,42.150000000000006,42.150000000000006,0.09835770743718328
2018-08-03,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-04,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-05,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-06,84,2,84,943,2018-08,160.85,160.85,0.43049047681338154
2018-08-07,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-08,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-09,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-10,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-11,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-12,10,1,10,101,2018-08,31.56,31.56,0.1455396979276086
2018-08-13,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-14,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-15,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-16,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-17,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-18,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-19,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-20,22,1,22,270,2018-08,32.69,32.69,0.140505170141567
2018-08-21,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-22,72,3,67,528,2018-08,308.37,308.37,1.087741396279627
2018-08-23,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-24,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-25,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-26,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-27,0,0,0,0,2018-08,0.0,0.0,0.286150049190859
2018-08-28,17,2,17,121,2018-08,39.08,39.08,0.11203558381165032
2018-08-29,9,1,9,14,2018-08,38.55,38.55,0.11439691100333356
2018-08-30,81,6,69,638,2018-08,2507.3500000000004,64.22639209225703,10.884932467916588
2018-08-31,45,2,41,356,2018-08,156.85,156.85,0.41266913951765904
2018-09-01,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-02,8,1,8,90,2018-09,27.05,27.05,0.1656332557285357
2018-09-03,24,1,24,230,2018-09,59.33999999999999,59.33999999999999,0.021770510408815957
2018-09-04,17,1,17,143,2018-09,52.339999999999996,52.339999999999996,0.052957850676330284
2018-09-05,15,1,15,128,2018-09,52.59,52.59,0.0518440170953476
2018-09-06,179,4,144,1563,2018-09,521.81,64.22639209225703,2.0386879543793786
2018-09-07,3,1,3,7,2018-09,32.65,32.65,0.14068338351452422
2018-09-08,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-09,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-10,2,1,2,5,2018-09,22.7,22.7,0.1850139600376339
2018-09-11,35,2,34,313,2018-09,120.99,120.99,0.2529008506615069
2018-09-12,1,1,1,1,2018-09,18.0,18.0,0.20595403136010784
2018-09-13,4,1,4,41,2018-09,21.35,21.35,0.19102866137494023
2018-09-14,1,1,1,0,2018-09,4.95,4.95,0.2640961442874024
2018-09-15,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-16,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-17,14,3,12,88,2018-09,84.11,84.11,0.0885881207949456
2018-09-18,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-19,36,1,36,302,2018-09,98.3,98.3,0.1518093148515211
2018-09-20,60,3,60,711,2018-09,169.39999999999995,169.39999999999995,0.46858358528298816
2018-09-21,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-22,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-23,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-24,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-25,45,1,45,79,2018-09,6.81,6.81,0.25580922244489146
2018-09-26,2,1,2,5,2018-09,3.4,3.4,0.2710019124894949
2018-09-27,33,3,32,311,2018-09,90.34,90.34,0.11634485363303339
2018-09-28,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-29,0,0,0,0,2018-09,0.0,0.0,0.286150049190859
2018-09-30,42,2,38,472,2018-09,102.92,102.92,0.1723929594280806
2018-10-01,27,2,26,262,2018-10,56.11,56.11,0.03616124027511182
2018-10-02,10,1,10,83,2018-10,60.800000000000004,60.800000000000004,0.015265722295877183
2018-10-03,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-04,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-05,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-06,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-07,47,1,47,424,2018-10,122.26999999999998,122.26999999999998,0.2586036785961381
2018-10-08,92,3,89,851,2018-10,212.56999999999996,212.56999999999996,0.6609203680470731
2018-10-09,50,3,46,359,2018-10,248.56999999999996,248.56999999999996,0.8213124037085755
2018-10-10,43,2,40,431,2018-10,129.43,129.43,0.2905038723554814
2018-10-11,133,4,69,1038,2018-10,320.89,320.89,1.1435221820152384
2018-10-12,27,2,26,214,2018-10,99.91,99.91,0.15898240311304943
2018-10-13,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-14,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-15,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-16,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-17,16,3,16,151,2018-10,60.06,60.06,0.018562669695585853
2018-10-18,2,1,2,1,2018-10,11.399999999999999,11.399999999999999,0.23535923789804994
2018-10-19,52,3,52,472,2018-10,181.48999999999998,181.48999999999998,0.5224485772593095
2018-10-20,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-21,92,3,88,293,2018-10,211.09999999999997,211.09999999999997,0.6543710265908952
2018-10-22,3,2,3,7,2018-10,16.55,16.55,0.21241426612980724
2018-10-23,68,2,65,281,2018-10,131.74,131.74,0.30079569464376116
2018-10-24,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-25,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-26,5,1,5,31,2018-10,12.55,12.55,0.23023560342552973
2018-10-27,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-28,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-10-29,2,1,2,3,2018-10,7.5,7.5,0.25273504176137934
2018-10-30,30,1,30,306,2018-10,85.85000000000001,85.85000000000001,0.09634040251858492
2018-10-31,0,0,0,0,2018-10,0.0,0.0,0.286150049190859
2018-11-01,0,0,0,0,2018-11,0.0,0.0,0.286150049190859
2018-11-02,0,0,0,0,2018-11,0.0,0.0,0.286150049190859
2018-11-03,0,0,0,0,2018-11,0.0,0.0,0.286150049190859
2018-11-04,31,2,29,252,2018-11,109.89000000000001,109.89000000000001,0.20344663966587712
2018-11-05,4,2,4,6,2018-11,19.299999999999997,19.299999999999997,0.20016209673899804
2018-11-06,109,5,100,947,2018-11,405.52,405.52,1.520577125849487
